VS: Country/Territory,VS: Bodytype,VS: Sales Brand,VS: Regional Origin,VS: Market,VS: Region,VS: Sales Region,VS: Sales Group,VS: Sales Parent,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023
Germany,MPV,Kia,Domestic,West Europe,Europe,West Europe,Hyundai,Hyundai,1077,1295,1081,1067,975,1185,1257,1014,877,1234,1175,765,1143,1196,523,444,821,999,1352,5,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Germany,MPV,Kia,Import,West Europe,Europe,West Europe,Hyundai,Hyundai,772,833,773,509,471,638,776,631,314,549,480,327,328,519,410,151,124,135,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Lancia,Import,West Europe,Europe,West Europe,FCA,Stellantis,181,342,49,5,4,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Lexus,Import,West Europe,Europe,West Europe,Toyota,Toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Germany,MPV,Maxus,Import,West Europe,Europe,West Europe,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
Germany,MPV,Mazda,Import,West Europe,Europe,West Europe,Mazda,Mazda,1198,1255,275,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Germany,MPV,Mercedes-Benz,Domestic,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,9046,10090,8908,7214,6952,9612,7390,6844,7100,7506,6456,4800,6108,8589,4318,5835,6523,9171,9399,8631,5607,2330,6089,5772,2091,3349,2089,2891,2820,2462,2586,3684,2531,2697,1966,1990
Germany,MPV,Mercedes-Benz,Import,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Opel,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,6252,8429,7336,6660,7252,8809,7505,6676,8152,7384,3281,2624,2863,3582,2453,2326,1670,2675,1713,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Peugeot,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,375,521,372,331,366,463,233,320,170,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Renault,Domestic,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,3611,5851,3651,5457,2829,4563,2335,2741,3349,4710,3185,4682,3353,4748,3784,1674,3100,3195,2505,2156,1027,939,1214,1896,863,937,1108,752,742,908,293,188,353,635,198,310
Germany,MPV,SEAT,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,3554,4376,3960,3607,2837,3902,3569,2815,2352,3244,2754,3373,2501,2799,2207,1929,2821,2637,3197,1670,2010,1293,1977,1680,810,513,654,638,619,1014,709,918,293,55,13,2
Germany,MPV,Ssangyong,Import,West Europe,Europe,West Europe,KG Mobility,KG Mobility,27,45,45,33,41,47,59,29,36,43,24,43,26,17,27,14,20,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Suzuki,Domestic,West Europe,Europe,West Europe,Suzuki,Suzuki,774,288,97,77,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Toyota,Domestic,West Europe,Europe,West Europe,Toyota,Toyota,1236,1241,987,1194,872,980,1326,968,1200,1097,879,966,798,384,66,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,MPV,Toyota,Import,West Europe,Europe,West Europe,Toyota,Toyota,211,281,228,234,206,209,231,188,219,213,219,247,246,343,380,383,352,326,348,356,291,137,267,636,235,589,26,24,0,0,0,0,0,0,0,0
Germany,MPV,Volkswagen,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,31329,32494,25077,28557,27722,36573,30471,22175,30192,32717,25027,26272,27308,30377,19139,15245,21189,24293,17979,17432,14046,10162,14168,9145,4999,6619,4434,5462,11672,10642,10547,10716,11515,10440,8715,9572
Germany,Pickup,Dodge,Import,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Germany,Pickup,Fiat,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,1,0,1,2,1,4,9,6,3,3,3,3,4,4,9,5,2,1,7,0,2,5,1,1,2,3,0,2,1,0,0,0,2,2
Germany,Pickup,Fiat,Import,West Europe,Europe,West Europe,FCA,Stellantis,13,3,1,0,0,0,1,1,226,274,184,240,247,187,155,225,85,85,108,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Pickup,Ford,Import,West Europe,Europe,West Europe,Ford,Ford,1152,1471,1678,1417,1477,1350,1768,2146,2194,1518,2402,2427,1683,1654,2373,2281,2388,2715,3045,2006,1570,1656,1017,1876,1698,1878,2809,985,1505,1642,2018,2940,2935,2549,2532,2979
Germany,Pickup,Isuzu,Import,West Europe,Europe,West Europe,Isuzu,Isuzu,173,234,240,328,259,273,367,202,149,216,305,210,222,188,239,239,195,188,241,237,166,105,137,35,294,201,262,190,168,212,160,202,211,312,344,276
Germany,Pickup,Jeep,Import,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110,82,123,163,151,81,63,61,71,48,37,34
Germany,Pickup,Maxus,Import,West Europe,Europe,West Europe,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,9
Germany,Pickup,Mercedes-Benz,Domestic,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,0,0,0,0,0,0,0,0,0,0,0,546,735,547,552,1255,1174,856,774,482,563,266,318,11,0,3,2,1,0,1,0,0,0,0,0,0
Germany,Pickup,Mitsubishi,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,243,354,756,517,539,707,467,616,540,564,523,502,629,418,388,388,446,448,830,369,381,326,495,233,259,490,356,957,794,392,215,145,0,0,0,2
Germany,Pickup,Nissan,Domestic,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,0,720,918,489,844,1081,1202,974,936,923,998,793,800,749,839,654,888,712,645,868,624,432,328,136,448,982,874,548,851,170,85,19,0,0,0,0
Germany,Pickup,Nissan,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,2,1,0,1,2,5
Germany,Pickup,Ram,Import,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,7,47,30,19,14,15,6,10,11,5,7,294,632,761,837,655,746,1027,626,829,805,969,1070,794,571,703,640,1056,1101,1146,837,616,855
Germany,Pickup,Renault,Domestic,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,0,0,0,0,0,0,0,0,0,0,11,108,103,120,142,94,83,94,59,29,6,40,16,20,57,41,37,16,1,1,0,0,0,0,0,0
Germany,Pickup,Rivian,Import,West Europe,Europe,West Europe,Rivian,Rivian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Germany,Pickup,Ssangyong,Import,West Europe,Europe,West Europe,KG Mobility,KG Mobility,26,33,27,47,25,43,49,22,22,30,39,19,22,97,35,37,35,45,49,12,30,19,48,21,20,13,24,8,6,14,25,27,107,72,80,90
Germany,Pickup,Toyota,Import,West Europe,Europe,West Europe,Toyota,Toyota,506,472,379,376,355,478,479,503,538,560,466,350,270,386,636,460,442,480,538,551,446,484,425,316,767,879,719,711,739,718,233,516,668,502,690,635
Germany,Pickup,Volkswagen,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,695,844,831,1355,646,777,907,702,862,767,818,947,712,808,855,853,1098,857,838,904,602,433,618,139,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Pickup,Volkswagen,Import,West Europe,Europe,West Europe,Volkswagen,Volkswagen,174,211,207,339,161,195,226,176,215,192,205,237,178,202,213,213,276,214,210,226,151,108,155,125,148,101,32,0,0,0,0,10,35,623,641,956
Germany,Roadster,Alfa Romeo,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,14,18,38,53,16,15,12,48,27,5,3,8,27,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Roadster,Aston Martin,Domestic,West Europe,Europe,West Europe,Aston Martin,Aston Martin,34,35,30,22,29,25,8,16,19,23,22,17,15,13,18,4,0,6,2,0,0,0,0,0,8,12,16,4,14,17,11,6,21,42,18,12
Germany,Roadster,Audi,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,637,1170,669,314,1088,1107,575,333,1066,1039,524,283,760,942,493,51,753,688,752,208,515,409,460,344,231,547,362,194,276,378,320,250,363,469,402,496
Germany,Roadster,BMW,Domestic,West Europe,Europe,West Europe,BMW,BMW,447,654,241,143,316,406,231,38,29,15,1,2,19,167,48,151,626,2013,1298,996,1121,954,1717,724,994,1673,941,536,873,1229,793,471,969,1318,638,369
Germany,Roadster,Bugatti,Domestic,West Europe,Europe,West Europe,Porsche,Volkswagen,1,0,8,1,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Roadster,Chevrolet,Import,West Europe,Europe,West Europe,General Motors,General Motors,75,136,115,106,129,78,21,3,40,24,13,9,20,22,19,12,21,27,41,0,0,0,0,0,5,1,5,32,35,81,58,79,77,190,171,41
Germany,Roadster,Ferrari,Domestic,West Europe,Europe,West Europe,Ferrari,Ferrari,30,38,19,3,25,44,53,29,3,2,0,2,3,110,104,8,38,64,38,3,14,56,100,69,142,185,160,74,193,209,159,89,214,267,191,93
Germany,Roadster,Fiat,Import,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,215,237,238,671,988,555,169,462,666,568,964,512,765,391,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Roadster,Jaguar,Domestic,West Europe,Europe,West Europe,Tata,Tata,147,222,119,49,116,284,160,68,224,212,107,54,171,201,118,43,94,189,88,39,106,95,92,127,102,106,57,46,95,68,69,51,78,66,44,38
Germany,Roadster,Lamborghini,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,0,0,0,0,3,37,52,25,38,54,36,6,28,42,67,22,36,45,35,16,38,51,52,42,46,59,41,16,24,57,30,27,39,30,3,4
Germany,Roadster,Lotus,Domestic,West Europe,Europe,West Europe,Geely,Geely,10,30,13,4,12,18,18,8,21,14,27,11,25,23,17,10,17,22,17,16,17,10,32,21,25,26,11,13,23,16,0,1,0,0,0,0
Germany,Roadster,Maserati,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,15,5
Germany,Roadster,Mazda,Import,West Europe,Europe,West Europe,Mazda,Mazda,430,119,962,785,1414,1673,1033,533,1514,1901,1260,594,1124,1849,886,687,1003,1385,1002,810,225,460,545,437,349,679,637,243,404,332,252,242,521,734,540,220
Germany,Roadster,McLaren,Domestic,West Europe,Europe,West Europe,McLaren,McLaren,7,18,16,4,6,14,32,13,15,11,2,10,9,25,12,7,14,27,43,5,12,10,11,2,5,6,7,8,17,23,34,20,19,5,3,1
Germany,Roadster,Mercedes-Benz,Domestic,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,1605,1616,883,606,1074,1566,1044,819,1102,1469,1134,460,1244,1622,930,508,685,1237,660,542,743,714,231,55,49,95,53,52,61,14,2,0,3,0,0,0
Germany,Roadster,Mini,Domestic,West Europe,Europe,West Europe,BMW,BMW,84,131,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Roadster,Morgan,Domestic,West Europe,Europe,West Europe,Morgan,Morgan,23,33,16,12,20,24,18,8,21,30,19,10,17,41,49,5,18,17,26,16,17,21,21,30,15,18,17,12,21,20,15,10,12,20,14,14
Germany,Roadster,Nissan,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,36,39,26,12,31,62,19,5,55,56,20,16,27,49,28,7,21,53,11,7,11,27,17,8,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Roadster,Porsche,Domestic,West Europe,Europe,West Europe,Porsche,Volkswagen,562,784,644,521,939,908,552,249,648,768,447,331,559,688,370,346,418,508,410,452,450,381,563,348,443,548,455,257,333,388,231,278,395,422,261,229
Germany,Roadster,Smart,Domestic,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,798,919,362,275,1152,2374,1774,2313,1493,1982,1744,2199,1873,2030,2196,1543,1807,2570,2661,2541,365,361,993,2125,1324,1404,858,2055,676,680,178,1216,943,977,772,618
Germany,Sedan,Alfa Romeo,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,140,418,628,741,798,649,358,392,453,266,183,275,326,273,298,203,221,264,272,191,270,216,206,276,286,282,211,364,699,527,580
Germany,Sedan,Alpina,Domestic,West Europe,Europe,West Europe,Alpina,Alpina,19,16,14,20,13,25,18,22,13,13,11,20,34,45,27,16,32,18,19,25,16,18,14,34,31,30,31,42,25,18,17,18,18,32,23,23
Germany,Sedan,Audi,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,7845,6957,6551,5995,8713,9190,7130,5582,6756,6928,5872,6364,6436,8897,7703,5000,6914,7128,5464,5420,4909,3583,5249,6132,4904,5154,3220,2310,5263,4402,4691,4838,4306,4674,4051,4406
Germany,Sedan,Bentley,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,37,59,51,67,87,84,76,121,129,107,109,55,80,70,49,1,6,3,4,2,25,25,46,61,25,43,50,73,52,72,44,28,36,61,37,26
Germany,Sedan,BMW,Domestic,West Europe,Europe,West Europe,BMW,BMW,6211,5884,5587,6273,6301,7090,5765,5444,7108,10315,7995,7190,7027,7129,5773,6464,6010,8651,6756,8811,6431,3757,8586,8213,6089,6941,5702,4617,4704,4784,4074,4844,4785,5433,3906,5908
Germany,Sedan,BMW,Import,West Europe,Europe,West Europe,BMW,BMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,3154,2161,1044,2166,2286,1673,1734,1829,1045,1219,1123,1110,1093,671,751,1245,1130
Germany,Sedan,BYD,Import,West Europe,Europe,West Europe,BYD,BYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,79
Germany,Sedan,Cadillac,Import,West Europe,Europe,West Europe,General Motors,General Motors,15,9,15,35,22,25,49,32,47,58,47,42,33,42,65,34,25,21,33,1,0,0,4,0,0,5,0,2,0,0,0,0,0,2,15,6
Germany,Sedan,Chevrolet,Import,West Europe,Europe,West Europe,General Motors,General Motors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Citroen,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,41,49,26,42,26,202,327,202,195,186,88,54,22,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,150,369,120
Germany,Sedan,Dacia,Domestic,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,5,5,3,3,1,7,5,4,8,15,14,4,13,13,6,0,9,6,12,0,6,3,5,15,0,0,0,1,0,0,0,0,0,0,0,1
Germany,Sedan,Dacia,Import,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,Sedan,DS,Import,West Europe,Europe,West Europe,PSA,Stellantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,28,5,21,39,37,21,3,14,20,11
Germany,Sedan,Fiat,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,270,593,615,498,489,328,226,111,79,46,92,105,338,58,91,25,48,37,28,26,1,0,0,1,0,0,0,0,0,3,1,0
Germany,Sedan,Ford,Domestic,West Europe,Europe,West Europe,Ford,Ford,74,128,108,84,131,137,91,64,82,53,59,45,124,101,84,56,48,38,183,40,28,14,26,14,10,4,0,10,13,5,0,2,0,0,0,0
Germany,Sedan,Genesis,Import,West Europe,Europe,West Europe,Hyundai,Hyundai,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,59,14,67,76,98,37,48,35,23,43
Germany,Sedan,Honda,Domestic,West Europe,Europe,West Europe,Honda,Honda,33,43,64,30,68,27,240,64,2,242,162,133,653,183,127,247,349,143,139,101,125,51,68,78,12,9,3,1,0,0,0,0,0,0,0,0
Germany,Sedan,Honda,Import,West Europe,Europe,West Europe,Honda,Honda,209,196,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Hyundai,Import,West Europe,Europe,West Europe,Hyundai,Hyundai,53,48,30,7,19,13,21,3,3,5,17,10,15,2,4,0,2,0,0,0,0,0,0,1,0,1,0,0,3,4,16,9,1078,1135,2373,1027
Germany,Sedan,Infiniti,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,81,191,66,74,59,91,309,49,85,57,44,43,27,41,25,16,35,18,19,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Jaguar,Domestic,West Europe,Europe,West Europe,Tata,Tata,407,634,1182,860,1306,1559,1208,969,1180,1099,823,448,545,433,712,346,318,266,334,284,772,371,117,58,135,257,85,62,140,56,49,63,255,95,70,83
Germany,Sedan,Kia,Import,West Europe,Europe,West Europe,Hyundai,Hyundai,130,112,99,51,387,180,119,45,37,29,56,38,13,28,22,3,0,2,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Lada,Domestic,West Europe,Europe,West Europe,AvtoVAZ,AvtoVAZ,3,12,10,27,17,9,14,4,86,144,155,115,87,69,42,31,36,25,35,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
Germany,Sedan,Lancia,Import,West Europe,Europe,West Europe,FCA,Stellantis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,LEVC,Domestic,West Europe,Europe,West Europe,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,3,1,4,5,41,8,8,19,29,2,9,9,49,0,1,0,3
Germany,Sedan,Lexus,Import,West Europe,Europe,West Europe,Toyota,Toyota,98,90,82,98,109,85,121,105,134,124,95,108,148,138,114,145,110,107,94,112,73,69,94,107,79,109,71,74,61,40,42,41,65,106,109,59
Germany,Sedan,Lucid,Import,West Europe,Europe,West Europe,Lucid Motors,Lucid Motors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,35,26,32
Germany,Sedan,Maserati,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,203,307,237,228,289,286,254,159,166,209,138,192,154,144,141,164,89,94,132,45,49,35,62,73,80,69,89,52,73,74,59,52,45,16,34,15
Germany,Sedan,Mazda,Import,West Europe,Europe,West Europe,Mazda,Mazda,431,334,436,265,322,300,305,159,251,352,379,204,280,152,216,162,241,151,651,371,352,143,214,195,97,189,178,115,117,81,144,82,150,221,158,164
Germany,Sedan,Mercedes-Benz,Domestic,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,9346,9967,10111,8894,6979,12451,12214,9953,9250,11147,9008,9162,9348,11039,8953,9687,8783,9843,12597,10953,9470,6717,13475,12786,8399,7011,7227,8291,8095,7946,8677,9932,9410,10316,8359,8790
Germany,Sedan,Mercedes-Benz,Import,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,4314,4253,5171,3459,3531,5353,4526,3297,3301,4685,4768,2975,3511,4077,3797,3955,3707,4486,4130,3465,1307,1485,1524,2515,1985,676,1171,668,1843,1305,1693,1031,1352,1608,1778,1333
Germany,Sedan,Mitsubishi,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,69,93,84,48,82,64,46,49,65,83,81,64,42,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,NIO,Import,West Europe,Europe,West Europe,NIO,NIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,384,87,177,445,186
Germany,Sedan,Opel,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,300,384,206,177,183,153,157,138,119,42,16,18,4,5,5,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Peugeot,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,96,128,95,90,79,74,55,37,96,55,41,46,27,12,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Porsche,Domestic,West Europe,Europe,West Europe,Porsche,Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,526,554,733,1390,957,994,806,936,405,424,338,710,561,631,575,640
Germany,Sedan,Renault,Domestic,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,10,1,1,35,361,300,287,508,274,219,63,122,122,109,80,25,129,80,95,121,66,37,45,85,39,45,40,86,114,63,6,10,1,0,0,0
Germany,Sedan,Rolls-Royce,Domestic,West Europe,Europe,West Europe,BMW,BMW,5,15,4,7,4,12,20,59,28,12,9,42,32,17,17,9,22,11,8,36,18,2,7,5,24,9,16,14,20,28,22,58,28,31,15,34
Germany,Sedan,Skoda,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,180,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Subaru,Import,West Europe,Europe,West Europe,Subaru,Subaru,30,41,41,35,39,35,37,33,48,37,59,26,46,57,70,42,36,21,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Suzuki,Import,West Europe,Europe,West Europe,Suzuki,Suzuki,12,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Tesla,Import,West Europe,Europe,West Europe,Tesla,Tesla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185,2167,2326,1335,2901,1466,5754,5081,6031,7688,10263,11281,9483,1318,5100,17940,4188,3099,3905,4675
Germany,Sedan,Toyota,Domestic,West Europe,Europe,West Europe,Toyota,Toyota,236,172,242,239,170,189,153,202,164,119,109,92,48,29,28,14,27,114,83,71,97,24,76,50,25,39,20,11,33,6,1,3,0,3,1,0
Germany,Sedan,Toyota,Import,West Europe,Europe,West Europe,Toyota,Toyota,0,0,1,1,9,5,5,6,2,6,39,14,11,18,8,17,21,229,277,187,205,149,141,148,149,174,170,78,101,128,86,158,39,79,75,42
Germany,Sedan,Volkswagen,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,3491,3728,3352,2960,2496,2456,1906,1540,917,1521,1011,1213,1027,1154,1140,1149,359,459,388,725,591,286,427,373,266,252,127,23,15,10,10,4,7,2,0,1
Germany,Sedan,Volkswagen,Import,West Europe,Europe,West Europe,Volkswagen,Volkswagen,343,382,240,186,184,163,200,100,48,10,11,7,20,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Volvo,Domestic,West Europe,Europe,West Europe,Geely,Geely,178,216,245,251,231,270,610,339,283,226,93,164,133,160,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Sedan,Volvo,Import,West Europe,Europe,West Europe,Geely,Geely,0,0,0,0,0,0,0,0,0,0,68,523,297,530,296,235,98,355,344,489,264,254,327,284,369,300,175,98,148,91,76,102,94,64,279,837
Germany,SUV,Aiways,Import,West Europe,Europe,West Europe,Aiways,Aiways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,58,196,88,177,52,67,70,171,23,16,7,4
Germany,SUV,Alfa Romeo,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,0,0,0,149,435,639,616,766,912,637,449,487,591,479,607,305,252,509,482,400,388,286,421,352,571,590,1086,973,1079,951,1025
Germany,SUV,Alpina,Import,West Europe,Europe,West Europe,Alpina,Alpina,42,30,27,28,28,39,35,35,22,17,29,19,10,0,0,0,0,81,71,46,54,54,58,51,42,37,35,24,58,52,70,51,50,50,47,25
Germany,SUV,Aston Martin,Domestic,West Europe,Europe,West Europe,Aston Martin,Aston Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,43,28,26,28,24,20,49,56,65,77,50,68
Germany,SUV,Audi,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,12327,15072,13621,13393,16738,18086,15763,17670,14945,15110,12447,11930,11831,13229,13339,7060,15427,16906,14994,13041,17704,10323,15317,15105,13313,16305,14449,13312,15436,17427,18883,21909,20731,20728,19926,22036
Germany,SUV,Audi,Import,West Europe,Europe,West Europe,Audi,Volkswagen,0,0,0,0,0,0,0,0,7819,5109,5713,5077,5274,5977,5929,3801,6326,4550,5377,5989,4895,3065,4314,8167,3649,4030,5362,4953,4010,6707,6108,6969,6541,7057,6635,4395
Germany,SUV,Bentley,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,0,0,0,0,11,63,80,88,114,128,123,117,95,79,81,9,36,46,34,100,71,25,50,48,69,57,48,93,87,99,71,63,84,103,72,52
Germany,SUV,BMW,Domestic,West Europe,Europe,West Europe,BMW,BMW,3604,6407,1455,5141,6509,7846,6897,8465,10835,7713,8902,9720,10949,10786,10183,12203,11129,15386,10768,14204,8945,6871,12194,12662,9996,8902,8495,10074,9197,8876,5318,9961,9158,12662,13803,14597
Germany,SUV,BMW,Import,West Europe,Europe,West Europe,BMW,BMW,8701,9995,8557,8225,7535,8669,8216,8110,7873,8200,7046,6863,6266,8446,10149,11853,11219,13953,13571,13959,10444,10369,12827,12902,11071,12981,12389,12202,9844,14188,13166,13917,9656,12912,14044,14511
