VS: Country/Territory,VS: Bodytype,VS: Sales Brand,VS: Regional Origin,VS: Market,VS: Region,VS: Sales Region,VS: Sales Group,VS: Sales Parent,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023
Germany,SUV,Borgward,Import,West Europe,Europe,West Europe,Borgward,Borgward,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,6,9,0,0,0,0,0,1,0,0,2,106,0,0,0,0,0,0,0,0,0
Germany,SUV,BYD,Import,West Europe,Europe,West Europe,BYD,BYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,61,154,2568,1069
Germany,SUV,Cadillac,Import,West Europe,Europe,West Europe,General Motors,General Motors,21,14,43,38,36,29,40,48,59,76,72,79,115,67,54,173,152,74,91,0,0,0,1,37,61,68,53,60,45,62,79,145,82,91,91,41
Germany,SUV,Chevrolet,Import,West Europe,Europe,West Europe,General Motors,General Motors,11,2,3,4,1,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,SUV,Citroen,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,0,0,0,0,0,0,0,0,0,0,125,1312,2235,1996,2805,2446,3578,4024,3817,3345,2655,2527,2628,3307,1672,2262,1317,883,1094,1473,1512,1106,1646,1641,2613,2954
Germany,SUV,Citroen,Import,West Europe,Europe,West Europe,PSA,Stellantis,194,111,228,220,133,94,37,67,74,45,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,SUV,Cupra,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1751,3678,4728,5438,3762,9086,7587,6619,9347,6174,8575,7846,7482
Germany,SUV,Dacia,Domestic,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,3353,3812,3438,3483,3048,4387,4016,3753,3191,4084,4058,4501,5243,7829,5877,3738,6376,7535,8965,7842,2449,3312,4570,4849,2315,3655,3887,3582,3360,3791,4465,4592,5848,5147,3805,3569
Germany,SUV,DS,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,0,0,0,0,0,0,0,0,0,0,0,31,114,392,447,459,444,584,598,722,805,545,586,837,453,579,472,506,386,388,562,1361,254,339,450,393
Germany,SUV,Ferrari,Domestic,West Europe,Europe,West Europe,Ferrari,Ferrari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Germany,SUV,Fiat,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,1520,2100,1859,2234,1401,2152,2204,1356,1587,983,1013,751,1372,1443,1224,1169,1770,1544,1238,1186,741,525,1211,1409,192,603,1018,893,731,665,98,64,540,560,443,530
Germany,SUV,Fiat,Import,West Europe,Europe,West Europe,FCA,Stellantis,578,535,536,579,165,99,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,SUV,Fisker,Domestic,West Europe,Europe,West Europe,Fisker,Fisker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,172,239
Germany,SUV,Ford,Domestic,West Europe,Europe,West Europe,Ford,Ford,6846,7802,5712,8255,7989,9337,10679,6756,9734,9736,8248,12430,14165,18104,16445,15388,15954,18361,16516,25801,10122,8744,19767,17056,13920,16443,13244,12033,12225,15480,12997,21416,9708,11768,13211,11204
Germany,SUV,Ford,Import,West Europe,Europe,West Europe,Ford,Ford,1500,1349,1000,2095,1862,3930,3095,3769,3788,4326,5315,956,1249,912,888,223,1053,1197,1353,583,787,650,775,1249,426,905,1566,1846,1098,1184,1515,2371,761,1727,970,589
Germany,SUV,Genesis,Import,West Europe,Europe,West Europe,Hyundai,Hyundai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,67,67,105,121,288,462,212,285,259,336
Germany,SUV,GMC,Import,West Europe,Europe,West Europe,General Motors,General Motors,65,46,35,31,45,62,33,25,40,45,43,20,43,68,60,49,42,16,36,22,17,10,48,34,47,123,87,78,67,51,33,34,35,51,60,56
Germany,SUV,Honda,Domestic,West Europe,Europe,West Europe,Honda,Honda,2232,1278,1904,2051,1787,1564,1409,1259,1951,1078,1079,1205,1955,1286,533,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,SUV,Honda,Import,West Europe,Europe,West Europe,Honda,Honda,0,21,384,975,2125,1780,1334,1206,1505,1240,1045,988,1239,1094,724,713,2092,1827,1876,1999,1478,788,1385,1373,409,692,691,514,1011,1291,920,932,623,438,936,1134
Germany,SUV,Hyundai,Domestic,West Europe,Europe,West Europe,Hyundai,Hyundai,5009,6923,9173,4434,6073,7462,6097,5980,5229,6265,5764,6417,6231,6559,7492,3783,5598,7657,6288,4868,3622,3625,6971,7692,5088,8623,7845,8222,6452,6524,7469,7504,5235,7123,9593,12475
Germany,SUV,Hyundai,Import,West Europe,Europe,West Europe,Hyundai,Hyundai,883,857,731,426,887,1191,872,811,889,697,723,1749,3121,3271,4159,4491,5765,6102,7382,5928,5662,3487,8275,11158,5952,7220,9337,9346,7922,7046,8701,12082,6254,8289,7189,3259
Germany,SUV,Ineos,Domestic,West Europe,Europe,West Europe,Ineos,Ineos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,311,444,452
Germany,SUV,Infiniti,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,134,199,149,139,179,116,170,72,62,70,59,60,52,50,46,12,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,SUV,Jaguar,Domestic,West Europe,Europe,West Europe,Tata,Tata,0,0,0,0,38,736,763,840,1124,1143,859,628,1423,1516,1522,1017,1544,1577,1656,1431,1220,994,928,1469,831,1039,581,545,505,597,626,504,420,419,592,601
Germany,SUV,Jeep,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,1057,1390,1439,1384,1098,1816,2366,1498,1732,2030,872,1486,1091,1115,1256,935,1175,1196,1509,1088,954,796,3452,3364,2243,3155,2271,2593,3018,3113,2071,7121,2164,2363,4872,4722
Germany,SUV,Jeep,Import,West Europe,Europe,West Europe,FCA,Stellantis,2325,2288,2639,2314,1949,2128,2067,1878,1636,1573,1941,2129,2750,3351,3546,3079,2978,2977,2831,2811,2134,1867,2194,934,544,857,651,1191,600,501,372,393,290,403,226,238
Germany,SUV,Kia,Domestic,West Europe,Europe,West Europe,Hyundai,Hyundai,3182,3584,2989,3112,4219,6151,4649,3264,3418,4263,3650,3524,3129,3674,3338,3230,3028,3159,3490,4565,4197,3180,5266,4459,3413,4570,5111,4612,5139,8698,7390,7103,4220,6400,4278,4843
Germany,SUV,Kia,Import,West Europe,Europe,West Europe,Hyundai,Hyundai,1764,2021,2927,3891,1594,2005,2648,2615,2609,2673,3737,4833,5040,5265,4901,3553,3939,4008,3992,4306,3402,2708,7461,5692,3862,5642,5914,5354,4937,5055,5067,7196,3135,5580,9867,6530
Germany,SUV,Lada,Domestic,West Europe,Europe,West Europe,AvtoVAZ,AvtoVAZ,262,229,248,253,269,289,303,281,406,367,421,473,440,438,527,419,428,499,646,427,460,306,370,150,305,416,478,467,461,163,89,61,74,34,27,13
Germany,SUV,Lamborghini,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,65,92,73,105,44,101,71,112,108,115,137,102,115,168,149,105,111,160,162,134,126
Germany,SUV,Land Rover,Domestic,West Europe,Europe,West Europe,Tata,Tata,5025,6027,4701,5599,6884,6750,5060,5344,5758,6334,5243,5081,6208,4093,3607,3781,4837,4202,4142,3849,3704,2935,2585,3766,3376,3700,2245,2514,2178,3475,3826,2881,3710,3231,3862,3194
Germany,SUV,Lexus,Import,West Europe,Europe,West Europe,Toyota,Toyota,224,262,245,293,336,355,500,617,635,564,507,456,382,481,386,413,403,1059,675,696,789,446,666,943,546,459,733,842,697,507,486,788,425,753,1002,667
Germany,SUV,Lotus,Import,West Europe,Europe,West Europe,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,70
Germany,SUV,Lynk&Co,Import,West Europe,Europe,West Europe,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,203,1163,463,1017,1257,3885,1115,561,533,82
Germany,SUV,Maserati,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,23,220,290,327,289,194,221,189,164,209,213,113,102,112,110,81,68,104,108,99,87,75,121,121,112,225,375,349,208,136,127
Germany,SUV,Maxus,Import,West Europe,Europe,West Europe,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Germany,SUV,Mazda,Import,West Europe,Europe,West Europe,Mazda,Mazda,4874,4864,6833,7602,8383,8013,7809,7430,8942,8173,8895,9082,10663,7561,8804,9696,10194,9965,8479,12863,6305,4125,7250,10762,4668,7383,7492,4925,5943,3547,5218,7885,7420,6141,8218,7318
Germany,SUV,Mercedes-Benz,Domestic,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,8773,8990,7299,10986,10833,11873,11882,12651,11582,15080,18085,15897,15919,14205,13230,16969,15581,13144,14461,17596,12048,7185,20681,19942,14025,11503,12275,17662,15712,11820,10974,18965,18724,18099,19567,19197
Germany,SUV,Mercedes-Benz,Import,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,2595,2772,2961,4530,3876,4647,4836,4009,4043,3989,3212,3161,2922,3263,1955,2454,1614,2174,3353,3997,5347,5087,5610,11637,6943,6417,6305,5090,5209,5825,5730,8307,6541,5038,6444,6648
Germany,SUV,MG,Import,West Europe,Europe,West Europe,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,121,1134,1818,1368,2609,1785,5415,1077,2207,1331,1302
Germany,SUV,Mini,Domestic,West Europe,Europe,West Europe,BMW,BMW,1656,1672,1441,1456,1414,1148,964,711,934,1721,1754,2231,2192,2679,2023,2754,2266,2057,2008,2586,1894,1037,2443,2751,2257,1739,1336,1546,1460,1209,1403,1684,804,1149,1004,1232
Germany,SUV,Mitsubishi,Domestic,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1118,727
Germany,SUV,Mitsubishi,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,4139,6059,4866,3984,4919,5394,4891,4950,6353,6936,5079,5116,7574,7926,8158,6207,8875,8123,7428,7016,7684,4936,6000,5258,3058,3919,3904,4229,3110,4154,3406,8187,611,796,496,1261
Germany,SUV,NIO,Import,West Europe,Europe,West Europe,NIO,NIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,70,102
Germany,SUV,Nissan,Domestic,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,8966,8975,9553,8851,10181,9887,8796,8114,10149,7710,7445,7706,10354,6337,5675,4400,7007,6360,5050,6775,5874,2962,6141,5467,5855,4207,3265,1659,3338,4007,3019,3853,6340,4667,4508,5394
Germany,SUV,Nissan,Import,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,1297,1625,1598,1173,2542,1778,1930,1183,2993,2060,3310,1498,2794,1453,1655,829,408,330,830,1135,1187,759,1012,564,388,487,408,247,92,42,152,1141,896,722,1762,1272
Germany,SUV,Opel,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,3809,4150,3951,3681,4115,4961,4313,4601,3164,5742,8849,10408,11028,10858,8493,10602,10929,10907,9726,12122,10015,6389,9199,12203,14739,14619,14921,14042,15195,12747,14032,17440,11291,14451,17461,14265
Germany,SUV,Opel,Import,West Europe,Europe,West Europe,PSA,Stellantis,3937,4520,4066,3687,3244,3901,3518,3724,5506,6408,6527,4610,5772,4894,6346,3503,4407,5605,6139,556,3,1,0,45,248,0,1,0,0,0,0,0,0,0,0,0
Germany,SUV,Peugeot,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,2900,3360,2983,2969,3431,4844,3520,4990,5789,6750,6014,7907,8496,8332,7416,7470,7636,6940,7253,9246,4560,4058,4891,5896,4703,7178,4198,5373,5719,3874,3570,4940,4627,4693,6770,5700
Germany,SUV,Peugeot,Import,West Europe,Europe,West Europe,PSA,Stellantis,49,41,152,47,30,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,SUV,Porsche,Domestic,West Europe,Europe,West Europe,Porsche,Volkswagen,3756,4090,3681,3016,3204,4342,3802,4251,4128,3708,2677,3107,3663,3765,3479,1118,2816,4200,4236,4928,2446,2008,2686,3726,2508,2431,1856,4207,3124,2267,3184,3079,4005,3461,2856,3016
Germany,SUV,Renault,Domestic,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,3815,4972,5877,8616,7034,10439,7392,9988,8828,10044,8628,9646,9317,9832,11220,7516,8791,12063,10966,11027,6324,6057,10268,8641,8612,6035,4692,5449,4029,3381,3360,5131,3315,5310,4641,4982
Germany,SUV,Renault,Import,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,194,282,32,9,2,1,0,0,29,599,526,779,919,745,692,445,514,508,596,687,481,491,604,596,303,1821,2396,1650,2488,1910,1648,3141,2069,1765,2118,3016
Germany,SUV,Rolls-Royce,Domestic,West Europe,Europe,West Europe,BMW,BMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,19,24,23,24,14,16,28,20,13,22,17,27,33,50,33,51,59,61,38
Germany,SUV,SEAT,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,0,0,0,0,0,655,1276,4970,5260,4502,4463,5628,8531,11757,12734,9404,13128,17698,16543,13020,14631,8645,15202,13568,13708,14406,7722,5510,9806,7182,7851,5362,8761,12471,13782,9314
Germany,SUV,Skoda,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,5859,6287,6561,4451,4952,6162,4971,4423,5295,8800,9066,9499,10466,11862,8666,9928,12999,13595,15823,18242,16525,12373,20196,18378,15879,19431,15406,15977,16933,16890,16113,17249,18732,20139,20417,24980
Germany,SUV,Skywell,Import,West Europe,Europe,West Europe,King Long,King Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,4,102,119,9,9,7
Germany,SUV,Smart,Import,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,194,324,1701,2717,1977
Germany,SUV,Ssangyong,Import,West Europe,Europe,West Europe,KG Mobility,KG Mobility,360,653,708,609,685,998,882,677,845,762,719,760,648,657,631,416,472,722,704,934,376,383,593,362,388,389,441,328,589,395,460,438,535,540,724,424
Germany,SUV,Subaru,Import,West Europe,Europe,West Europe,Subaru,Subaru,1600,1237,1201,930,1441,1146,1223,1200,1579,1504,1385,1249,1304,1529,1634,1063,1316,905,801,911,1003,899,1509,897,796,868,791,812,881,616,533,545,732,747,827,598
Germany,SUV,Suzuki,Domestic,West Europe,Europe,West Europe,Suzuki,Suzuki,2126,2767,2540,3180,3795,3111,3237,3124,2880,3569,3110,2937,2937,2747,2309,2028,3643,3115,2534,4920,1718,843,2167,1883,929,2635,2240,5171,1198,1355,2385,2137,4693,1943,2939,2066
Germany,SUV,Suzuki,Import,West Europe,Europe,West Europe,Suzuki,Suzuki,1741,1567,1147,1158,1137,1044,1188,1867,3256,3635,3977,3181,4275,3154,2698,4025,3447,3656,3650,4015,2716,1940,2994,2536,1820,2479,4234,1480,1382,1057,1489,1799,1707,1239,3159,3232
Germany,SUV,Tata,Import,West Europe,Europe,West Europe,Tata,Tata,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,SUV,Tesla,Domestic,West Europe,Europe,West Europe,Tesla,Tesla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,1368,8153,6950,12205,9221,8302,6831
Germany,SUV,Tesla,Import,West Europe,Europe,West Europe,Tesla,Tesla,0,0,0,0,0,19,217,197,307,326,276,182,192,203,160,97,151,167,222,177,181,150,178,205,30,5,1938,2463,3559,1165,6944,6169,3832,3032,2615,539
Germany,SUV,Toyota,Domestic,West Europe,Europe,West Europe,Toyota,Toyota,0,0,0,0,0,0,0,1172,2912,3965,3472,2708,3627,3676,3149,3122,4962,2781,2096,2101,2347,1777,4014,2425,1678,2434,3453,4243,6153,8240,8755,8226,8559,8679,8364,7413
Germany,SUV,Toyota,Import,West Europe,Europe,West Europe,Toyota,Toyota,2253,2178,1787,1337,2573,1938,3355,2372,2581,2519,2222,1862,2248,2636,2262,1460,3388,3413,3044,1903,2383,2048,2661,3107,1945,2784,3109,2661,2762,2285,2451,3719,2883,2683,3335,2414
Germany,SUV,UAZ,Domestic,West Europe,Europe,West Europe,Sollers,Sollers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,3,0,1,1,0,1,0,0,0
Germany,SUV,Volkswagen,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,16329,18097,17670,18110,17297,14053,21355,19326,20594,18952,14235,18282,23568,30902,28859,20710,35590,41835,44934,43197,32943,23989,34601,35200,36887,39852,31677,33355,36947,40653,45769,54268,52466,56678,55155,49837
Germany,SUV,Volkswagen,Import,West Europe,Europe,West Europe,Volkswagen,Volkswagen,0,0,0,0,0,0,0,0,0,1149,3192,3698,4085,4525,3520,2825,4145,4535,4396,4482,3327,2561,3263,2929,3881,3422,2189,1623,3102,1873,2993,3928,3344,911,0,0
Germany,SUV,Volvo,Domestic,West Europe,Europe,West Europe,Geely,Geely,3252,4690,4894,5679,4527,5977,5195,6237,5467,6191,5591,5976,5328,6835,7021,9353,8251,9539,6956,8852,6694,5619,6538,9688,7449,7657,6496,8821,6832,5579,5358,10178,7078,7285,7227,9742
Germany,SUV,Volvo,Import,West Europe,Europe,West Europe,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,1563,1111,928,1230,1556,1101,1099,876,1145,786,993,637,964,1233,1323,1163,2413
Germany,SUV,WEY,Import,West Europe,Europe,West Europe,Great Wall,Great Wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,6,5,56
Germany,Van,B-ON,Domestic,West Europe,Europe,West Europe,Odin Automotive S.a r.l.,B-ON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,873,1010,38,93,397,261
Germany,Van,BYD,Import,West Europe,Europe,West Europe,BYD,BYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
Germany,Van,Citroen,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,5528,6172,5772,5475,6388,6998,6076,5934,7352,7525,7171,6401,7868,8163,7402,5572,9202,10270,8706,6743,7948,6952,8783,8514,7258,11208,7790,5770,5968,8193,6785,4266,6844,8162,6077,3833
Germany,Van,Dacia,Import,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,1367,1823,1715,1605,1769,2115,2150,1637,2862,3464,2712,2818,3574,4174,3718,2017,3569,4545,4550,2067,2926,1937,2308,4742,1237,1447,419,43,5,4,1,0,0,1,0,0
Germany,Van,Fiat,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,9768,14446,9112,7690,10555,16229,9890,6677,10641,17569,9931,6809,11850,16794,10669,7305,11506,19340,11317,9033,11548,17694,18493,12267,14541,19942,13464,9139,8947,10629,6337,6030,9678,10223,8777,8610
Germany,Van,Ford,Domestic,West Europe,Europe,West Europe,Ford,Ford,12404,12497,12400,15004,13962,14175,16494,14984,14713,18059,16143,14719,15200,18112,18046,18757,17953,20370,19416,19159,16158,12628,17945,17832,15445,14851,10658,13868,13712,12549,11665,11884,14941,15395,14253,12413
Germany,Van,Hyundai,Domestic,West Europe,Europe,West Europe,Hyundai,Hyundai,0,27,104,217,113,260,508,268,264,291,275,170,237,227,229,185,175,175,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
Germany,Van,Iveco,Domestic,West Europe,Europe,West Europe,Iveco Group,Iveco Group,1606,2311,2378,2153,1787,2548,2403,2175,1548,2233,2400,3010,1790,2498,2163,1970,2271,2253,2326,1911,1335,1259,2248,2684,1527,2568,2234,2055,2081,2514,1686,1708,1879,2167,2160,1595
Germany,Van,LEVC,Domestic,West Europe,Europe,West Europe,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,2,3,3,2,7,0,2,0,0
Germany,Van,MAN,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,0,0,0,0,0,0,0,0,0,194,208,316,413,467,430,752,712,1270,899,944,882,1004,1406,1591,1475,1103,1276,1211,1274,1320,1479,1776,1661,1515,1780,1592
Germany,Van,Maxus,Import,West Europe,Europe,West Europe,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,22,14,125,80,93,62,476,336,726,900,912
Germany,Van,Mercedes-Benz,Domestic,West Europe,Europe,West Europe,Mercedes-Benz,Mercedes-Benz,17804,22180,19434,25325,21218,26464,23212,24591,23474,27507,24189,28806,22822,27830,22013,29320,23312,30444,28455,32417,22477,19730,32534,34970,21858,26434,21899,25407,19677,22712,26016,32371,27611,29741,27588,24444
Germany,Van,Nissan,Domestic,West Europe,Europe,West Europe,Nissan,Renault-Nissan-Mitsubishi,1026,1307,1194,1286,1155,1225,1355,1546,1649,1629,1517,1476,1148,1406,1680,1012,1206,1174,1030,1011,1208,683,1134,1220,1001,837,878,753,1166,1766,1411,1289,1324,1471,2041,1550
Germany,Van,Opel,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,4404,4962,4242,5196,4318,5266,5644,5672,5332,5586,5379,5001,4810,4848,6009,4809,6559,6057,5439,5000,6744,4057,5690,6774,7359,8148,5748,5825,7564,5923,5630,7423,6407,5462,6702,7076
Germany,Van,Others,Import,West Europe,Europe,West Europe,Others,Others,459,412,781,900,777,792,943,975,808,874,803,1520,1462,1802,785,562,436,490,601,609,585,545,651,688,583,697,747,1019,775,725,813,972,746,770,1202,1065
Germany,Van,Peugeot,Domestic,West Europe,Europe,West Europe,PSA,Stellantis,3002,3257,2801,3348,2884,3635,3229,3697,4003,5370,4736,3981,4462,5089,5227,4464,6595,7040,5554,5812,6445,5356,6769,6954,4287,4951,3407,3260,2170,1966,2729,2572,4014,3895,3800,2612
Germany,Van,Piaggio,Domestic,West Europe,Europe,West Europe,Piaggio,Piaggio,55,65,68,93,80,123,90,136,76,113,111,145,90,116,140,167,74,126,136,171,86,111,161,225,74,100,117,139,63,97,116,133,146,167,83,80
Germany,Van,Renault,Domestic,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,5175,7063,5674,8749,5784,8552,5987,6897,6091,9126,6928,10243,8611,9484,8307,7508,7552,9735,8785,7576,6524,5507,7088,10305,7247,9207,7946,6219,5393,6565,4784,7862,5062,6601,6497,7439
Germany,Van,Renault,Import,West Europe,Europe,West Europe,Renault,Renault-Nissan-Mitsubishi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,367,621,738,772,373,320,624,432,603,450,454
Germany,Van,Rivian,Import,West Europe,Europe,West Europe,Rivian,Rivian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,16,213,120
Germany,Van,Skoda,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,3260,3189,1119,145,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,Van,StreetScooter,Domestic,West Europe,Europe,West Europe,Odin Automotive S.a r.l.,B-ON,0,0,0,230,264,313,221,871,839,161,1534,1329,206,1475,1624,1127,387,862,2198,259,1188,813,1200,452,1277,1598,560,323,569,186,3,182,58,0,0,0
Germany,Van,Toyota,Domestic,West Europe,Europe,West Europe,Toyota,Toyota,118,119,213,291,211,108,332,404,563,823,886,760,986,926,1301,1114,1373,1126,1249,1500,1333,1423,2036,3194,2106,1701,1686,2406,2874,2851,1787,2055,2302,2306,2234,1736
Germany,Van,Toyota,Import,West Europe,Europe,West Europe,Toyota,Toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Van,Volkswagen,Domestic,West Europe,Europe,West Europe,Volkswagen,Volkswagen,27846,31646,22497,29164,29036,33578,30731,32087,31016,32900,30345,30441,28066,41227,27198,30085,32917,36018,29618,30067,27960,19304,28926,27639,27326,28374,20293,16196,20909,14777,17918,19146,20255,19106,18563,17618
Germany,Wagon,Alfa Romeo,Domestic,West Europe,Europe,West Europe,FCA,Stellantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Germany,Wagon,Alpina,Domestic,West Europe,Europe,West Europe,Alpina,Alpina,66,50,28,89,56,67,53,53,44,29,40,52,112,116,67,35,82,57,66,34,42,38,25,106,116,143,139,142,99,102,60,61,102,121,90,56
Germany,Wagon,Audi,Domestic,West Europe,Europe,West Europe,Audi,Volkswagen,18788,23035,22457,18701,19067,25664,23597,18623,22252,24058,22045,19334,23452,24991,18651,11095,21589,23531,21332,16031,17555,10104,15362,14245,15050,15253,8240,5239,13228,8786,9393,12801,15811,15782,13607,15392
Germany,Wagon,BMW,Domestic,West Europe,Europe,West Europe,BMW,BMW,12555,11659,11653,14327,12257,12952,12304,12929,12439,10147,13489,12602,12008,13007,11324,14622,10730,11684,7565,15093,12946,7012,12028,14802,12342,12609,11085,8646,11376,9438,10445,12530,10041,12709,10569,8726
Germany,Wagon,Chevrolet,Import,West Europe,Europe,West Europe,General Motors,General Motors,21,10,2,3,9,12,6,0,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
