VS: Country/Territory,VS: Bodytype,VS: Sales Brand,VS: Regional Origin,VS: Market,VS: Region,VS: Sales Region,VS: Sales Group,VS: Sales Parent,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023
Mainland China,SUV,Mitsubishi,Import,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,7704,6821,5086,4717,5366,5189,3617,1728,1230,1129,1230,1348,1561,2173,3088,2377,3380,6192,3957,4276,2045,3888,3653,6445,64,20,11,9,9,9,78,123,157,101,120,104
Mainland China,SUV,Neta,Domestic,China,Greater China,Greater China,Hozon EV,Hozon EV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1103,1789,2630,2610,2977,1600,2468,3830,7193,7443,13661,20323,28247,30152,32955,46633,36672,16678,23495,24107,14542
Mainland China,SUV,NIO,Domestic,China,Greater China,Greater China,NIO,NIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4706,8101,3813,3668,6776,5882,4185,10596,12444,17268,21087,23415,22392,25909,26427,18287,28185,23100,4213,13033,40689,30157
Mainland China,SUV,Nissan,Domestic,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,40539,57631,57485,84901,68536,82735,85926,104833,71373,93611,106761,136685,107449,110206,108927,132671,102294,122430,122098,122972,52627,102065,102752,134993,78704,72254,65898,67901,61586,36924,61638,49963,42135,41940,44438,57357
Mainland China,SUV,Nissan,Import,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,35,37,28,86,273,337,509,861,2716,4589,6153,5998,5866,4552,6764,6382,5676,6996,3942,4212,2169,2857,3345,4988,96,25,9,6,6,6,96,197,164,128,124,108
Mainland China,SUV,Opel,Import,China,Greater China,Greater China,PSA,Stellantis,39,11,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,ORA,Domestic,China,Greater China,Greater China,Great Wall,Great Wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,2808,6508,2424,678,757,18,46,590,166,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Ossan,Domestic,China,Greater China,Greater China,Changan,Changan,0,0,0,0,84,24066,25616,30870,41565,24590,7950,16211,37514,23373,12278,11026,26373,5683,18597,26298,35924,31141,31748,41344,69057,46392,46361,42098,62276,43521,48541,58942,60931,58501,55940,60910
Mainland China,SUV,Peugeot,Domestic,China,Greater China,Greater China,PSA,Stellantis,28859,31030,24878,31627,21261,17377,17526,28770,19062,22001,29455,33140,17660,17705,9218,9812,6399,5309,6501,6385,1914,2916,2543,3415,3620,4112,3001,6730,3880,2072,2708,1944,2599,5418,3863,731
Mainland China,SUV,Peugeot,Import,China,Greater China,Greater China,PSA,Stellantis,417,249,223,253,233,203,177,280,264,306,62,29,19,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Porsche,Import,China,Greater China,Greater China,Porsche,Volkswagen,13213,12926,13551,12576,12900,12473,14924,16255,14282,13830,14931,13669,11192,11209,17043,18786,13162,19053,17097,19299,11238,16686,16299,20028,13510,16681,15084,14755,10440,15552,16848,17901,12776,12626,8047,12545
Mainland China,SUV,Qoros,Domestic,China,Greater China,Greater China,Qoros,Chery,938,1478,2017,3184,2977,3825,3393,5762,2136,2251,2251,5902,7975,18265,14486,5468,750,6444,2212,4057,466,2090,2440,8061,1911,1928,137,242,0,0,0,0,0,0,0,0
Mainland China,SUV,R,Domestic,China,Greater China,Greater China,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,1818,1151,1948,215,141,387,3565,1023,436,1111,4213
Mainland China,SUV,Rely,Domestic,China,Greater China,Greater China,Chery,Chery,4,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Renault,Domestic,China,Greater China,Greater China,Renault,Renault-Nissan-Mitsubishi,0,0,0,0,2753,5440,6273,15540,20255,17205,15994,18734,20905,16131,7815,5261,5843,3058,2956,3736,573,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Renault,Import,China,Greater China,Greater China,Renault,Renault-Nissan-Mitsubishi,6637,5134,4320,4423,3671,2137,1365,1383,494,404,328,339,238,196,218,217,183,124,23,5,3,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Riich,Domestic,China,Greater China,Greater China,Chery,Chery,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Roewe,Domestic,China,Greater China,Greater China,SAIC,SAIC,1136,599,587,949,430,407,24621,66523,51711,48234,63974,87892,88371,69239,62387,70675,37041,41712,58292,71774,28795,48390,57174,48786,22797,25166,21858,38707,36652,15161,30765,12014,14011,4852,7544,18173
Mainland China,SUV,Rolls-Royce,Import,China,Greater China,Greater China,BMW,BMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,95,150,127,143,90,160,190,235,175,187,212,165,189,193,249,147,184,162,215,178
Mainland China,SUV,Rox,Domestic,China,Greater China,Greater China,Rox Motor,Rox Motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,878
Mainland China,SUV,Ruichi,Domestic,China,Greater China,Greater China,Dongfeng,Dongfeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Sehol,Domestic,China,Greater China,Greater China,Jianghuai,Jianghuai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4803,7375,6305,9573,9736,9946,7954,7552,7715,8034,5671,9921,10640,9682,8631
Mainland China,SUV,Senova,Domestic,China,Greater China,Greater China,BAIC,BAIC,2387,6466,5098,15653,38701,46651,46262,60586,23691,15254,8889,22941,9611,14998,16196,26371,4866,7344,14502,1440,225,905,137,200,301,0,7,4,1,0,0,0,0,0,0,0
Mainland China,SUV,Seres,Domestic,China,Greater China,Greater China,Dongfeng,Dongfeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,421,150,1430,1849,4740,2,38,8,3,0,0,0,30
Mainland China,SUV,Skoda,Domestic,China,Greater China,Greater China,Volkswagen,Volkswagen,1729,3188,5026,13038,7516,5971,5707,7156,4537,12236,20061,21422,24994,24492,38575,39491,24506,27193,34336,44718,5714,17968,26767,30578,5756,8161,6208,10103,8241,4006,7173,3218,2062,3668,3023,2194
Mainland China,SUV,Skoda,Import,China,Greater China,Greater China,Volkswagen,Volkswagen,104,130,68,24,17,7,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Skyworth,Domestic,China,Greater China,Greater China,King Long,King Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,186,1368,4160,3295,2973,2344,4481,1114,1815,3373,3592
Mainland China,SUV,Smart,Domestic,China,Greater China,Greater China,Mercedes-Benz,Mercedes-Benz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,8560,12697,10837,10120,8638
Mainland China,SUV,Soueast,Domestic,China,Greater China,Greater China,Soueast,Chery,0,323,8719,20787,20803,17759,20504,37824,32432,31799,35858,43218,35304,15262,14133,11804,4854,4757,4101,7049,1847,2779,3082,2900,1811,1055,513,930,1282,51,60,82,13,2,0,0
Mainland China,SUV,Ssangyong,Import,China,Greater China,Greater China,KG Mobility,KG Mobility,1428,966,732,708,963,825,702,687,448,392,420,376,489,478,207,132,84,80,23,16,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Subaru,Import,China,Greater China,Greater China,Subaru,Subaru,9556,7299,7013,7257,6408,8376,8573,9886,5848,5561,5238,5708,4908,4188,5178,5466,4768,5206,4983,5448,2656,4544,5121,5234,3317,3436,3278,2677,1954,1714,1870,1413,866,1857,1259,1404
Mainland China,SUV,Suzuki,Domestic,China,Greater China,Greater China,Suzuki,Suzuki,14545,13245,8612,13875,17713,13854,12903,17133,14945,7428,8237,12682,7481,5639,2633,2982,2169,1407,778,413,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Suzuki,Import,China,Greater China,Greater China,Suzuki,Suzuki,1066,1075,970,914,1027,985,912,1182,851,1171,1343,1296,936,1094,753,137,41,53,23,70,30,115,75,103,2,0,0,0,0,0,201,274,295,333,161,128
Mainland China,SUV,SWM,Domestic,China,Greater China,Greater China,Brilliance Auto,Brilliance Auto,0,0,0,0,0,0,6000,14866,12986,15422,7977,18588,10633,9483,17558,21196,15093,9181,12559,17083,10966,15615,9874,12324,9019,7135,7337,6429,4780,4366,4699,7034,5950,2427,1121,3745
Mainland China,SUV,Tank,Domestic,China,Greater China,Greater China,Great Wall,Great Wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14323,18750,19499,32016,25753,28341,34806,34058,23346,29959,37819,46301
Mainland China,SUV,Tesla,Domestic,China,Greater China,Greater China,Tesla,Tesla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16422,29758,46753,76920,74681,58985,85446,96202,94647,109285,116177,136285
Mainland China,SUV,Tesla,Import,China,Greater China,Greater China,Tesla,Tesla,0,0,0,0,0,101,1139,2867,894,2412,2944,2479,2160,3055,1963,1844,2364,2088,2414,2660,1046,837,2206,2279,390,37,28,9,0,0,0,0,0,2155,1285,1786
Mainland China,SUV,Tianjin,Domestic,China,Greater China,Greater China,Tianjin Auto,Tianjin Auto,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Toyota,Domestic,China,Greater China,Greater China,Toyota,Toyota,22184,58477,64139,72295,53071,60899,60549,72035,74230,73997,72759,61674,64573,72445,96416,102356,97116,99082,88205,87931,67986,130271,131133,142866,129435,132669,113411,185980,166937,181829,221725,192167,161347,210531,236627,288902
Mainland China,SUV,Toyota,Import,China,Greater China,Greater China,Toyota,Toyota,19739,17496,14588,11335,16941,13084,13247,13561,12667,12379,17692,21896,16327,9327,13619,10807,11011,17693,12787,14629,8030,14638,7637,12713,199,64,54,127,192,230,431,521,1213,2220,4537,4825
Mainland China,SUV,Traum,Domestic,China,Greater China,Greater China,Zotye,Zotye,0,0,0,0,0,0,0,0,0,0,0,0,4369,3672,6305,7175,15455,15439,5073,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,UAZ,Import,China,Greater China,Greater China,Sollers,Sollers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,13,45,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Venucia,Domestic,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,12743,19320,14798,24069,16406,17583,16452,28958,26553,22524,20636,29778,22852,13759,9058,16758,11776,7417,8546,13751,4455,12238,9209,15819,7234,7150,7371,19804,18971,9532,12103,8872,12947,8815,11403,10892
Mainland China,SUV,VGV,Domestic,China,Greater China,Greater China,Weichai Power,Weichai Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,3716,5729,4840,4061,1617,1582,1623,1717,1013,845,1059,765,976,436,323,537
Mainland China,SUV,Volkswagen,Domestic,China,Greater China,Greater China,Volkswagen,Volkswagen,67227,64326,62738,61449,58319,53443,55993,74403,80161,99891,101276,127122,99258,94456,114623,169467,137405,197842,216923,270997,88992,206267,224514,268150,140332,135461,170716,223333,182486,145409,213965,191029,124696,175779,160591,210325
Mainland China,SUV,Volkswagen,Import,China,Greater China,Greater China,Volkswagen,Volkswagen,5418,4696,5186,3512,4175,3782,4632,4609,5247,5644,5705,5099,4104,2613,4401,4076,4001,4674,6286,7210,3807,4661,4536,6355,5229,4639,2897,3419,1827,2125,3058,2487,2925,2854,2418,2717
Mainland China,SUV,Volvo,Domestic,China,Greater China,Greater China,Geely,Geely,6739,9823,8989,9304,7400,11099,9512,11755,8311,9498,11448,9168,10127,12785,14695,17694,16817,11643,17580,15243,9704,19057,26848,30935,17301,20667,13670,19628,19273,17579,24361,24003,14229,25886,24363,21975
Mainland China,SUV,Volvo,Import,China,Greater China,Greater China,Geely,Geely,1149,199,690,639,1516,1747,2082,3005,2701,2564,2278,2468,3087,3336,4901,4159,4013,4977,5090,5172,2735,4220,4603,6281,4739,4633,4985,5654,3820,4589,5379,4228,4868,4621,4699,5267
Mainland China,SUV,Voyah,Domestic,China,Greater China,Greater China,Dongfeng,Dongfeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,5118,3158,2969,3004,1276,719,1839,3673,7917
Mainland China,SUV,Weiwang,Domestic,China,Greater China,Greater China,BAIC,BAIC,0,0,0,0,188,10193,6439,6603,3386,2442,4596,5332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,WEY,Domestic,China,Greater China,Greater China,Great Wall,Great Wall,0,0,0,0,0,0,0,0,0,3166,25285,57976,42948,34699,27850,33989,26519,20265,22951,30208,9901,16738,23632,28229,11676,11308,13174,22205,14285,7700,8479,5778,3239,14523,14800,7121
Mainland China,SUV,WM,Domestic,China,Greater China,Greater China,WM Motor,WM Motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,5335,3458,4671,2200,4919,6767,8609,5546,10113,9446,6908,3791,2768,3352,653,0,0,0,0
Mainland China,SUV,Wuling,Domestic,China,Greater China,Greater China,SAIC-General Motors-Wuling,SAIC-General Motors-Wuling,0,0,0,0,0,0,0,0,0,0,0,39244,42429,22045,21625,42147,22867,14013,17652,31201,3761,8779,13950,26052,5482,7823,15522,55368,33314,8578,25630,48504,16827,13825,34824,26590
Mainland China,SUV,Xpeng,Domestic,China,Greater China,Greater China,Xpeng EV,Xpeng EV,0,0,0,0,0,0,0,0,0,0,0,0,78,252,0,41,2455,7141,4007,3006,1419,2783,2027,5462,4683,7088,5162,12788,4648,5591,4091,9379,6364,4383,22890,40470
Mainland China,SUV,Yangwang,Domestic,China,Greater China,Greater China,BYD,BYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
Mainland China,SUV,Yema,Domestic,China,Greater China,Greater China,Sichuan Yema,Sichuan Yema,2866,3632,4963,4323,9916,6548,7697,14827,6712,8242,6806,12788,3396,2646,3739,2113,341,3313,1710,1919,674,2117,844,1083,731,682,709,561,3,4,0,0,0,0,0,0
Mainland China,SUV,Yingzhi,Domestic,China,Greater China,Greater China,Weichai Power,Weichai Power,0,0,1137,13445,3423,2652,2777,4234,1976,1668,1309,3100,1787,1218,1552,1490,1118,869,801,276,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Youngman Lotus,Domestic,China,Greater China,Greater China,Youngman,Youngman,0,0,0,0,0,0,0,0,0,0,0,0,0,499,905,1005,1137,1136,1016,1325,720,1238,414,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Yudo,Domestic,China,Greater China,Greater China,Fujian Motor Industry,Fujian Motor Industry,0,0,0,0,0,0,0,0,0,0,0,0,904,1358,2149,2933,763,620,552,631,227,175,1362,2706,1368,2020,1086,887,516,0,0,0,0,0,0,0
Mainland China,SUV,Zedriv,Domestic,China,Greater China,Greater China,Zedriv,Zedriv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,207,117,150,92,38,16,0,0,0,0,0,0
Mainland China,SUV,Zeekr,Domestic,China,Greater China,Greater China,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,9925,9697
Mainland China,SUV,Zhonghua,Domestic,China,Greater China,Greater China,Brilliance Auto,Brilliance Auto,11228,21499,22165,48753,45905,22624,16862,25825,9223,3697,4685,8417,13357,4909,15704,11179,8800,4744,4925,3032,981,449,653,107,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Zhongxing,Domestic,China,Greater China,Greater China,Zhongxing,Zhongxing,614,17,2,12,4057,2353,23,0,1651,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Zinoro,Domestic,China,Greater China,Greater China,BMW,BMW,192,62,26,168,11,30,0,0,6,7,20,33,2,28,11,40,34,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Zotye,Domestic,China,Greater China,Greater China,Zotye,Zotye,30169,26004,29460,65375,66043,56069,60080,70441,42090,31434,59923,104124,73538,48866,27180,36477,33075,37370,22465,15287,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Ankai,Domestic,China,Greater China,Greater China,Jianghuai,Jianghuai,709,747,917,1200,577,720,800,963,868,933,696,590,429,456,798,926,460,476,467,1822,302,343,540,690,228,326,319,635,178,144,369,296,230,301,247,559
Mainland China,Van,Beijing Auto,Domestic,China,Greater China,Greater China,BAIC,BAIC,640,1414,721,535,525,314,480,1007,55,439,214,31,12,0,53,0,28,28,1,6,62,42,6,0,0,0,0,1,0,0,139,46,40,23,52,15
Mainland China,Van,BYD,Domestic,China,Greater China,Greater China,BYD,BYD,0,0,0,0,0,0,0,8,1,41,39,645,0,0,4,0,0,0,0,0,0,9,356,167,36,362,90,797,378,610,72,56,72,110,0,102
Mainland China,Van,Changan,Domestic,China,Greater China,Greater China,Changan,Changan,66931,7867,9548,13478,7526,7228,6505,5051,4534,3433,3097,5538,3263,5126,6500,10310,3971,3431,3768,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Changhe,Domestic,China,Greater China,Greater China,BAIC,BAIC,10774,5516,4121,9542,9454,6989,5489,9958,4996,6192,3818,9245,2254,3928,674,6530,1391,1024,405,1810,439,1343,299,874,30,25,33,25,0,0,0,0,0,0,0,0
Mainland China,Van,Changjiang,Domestic,China,Greater China,Greater China,FDG,FDG,0,0,0,0,0,0,0,0,1342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,CRRC,Domestic,China,Greater China,Greater China,CRRC,CRRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,211,74,89,166,397,138,108,49,56,60,42,35,188,15,40,12,246
Mainland China,Van,Dongfeng,Domestic,China,Greater China,Greater China,Dongfeng,Dongfeng,53017,41625,37832,65633,80139,66429,79605,109998,37490,36589,30381,34251,24090,21826,19666,29735,18658,16783,19953,28405,10786,19441,17952,20594,17055,19126,14087,13726,7808,5926,5526,6979,3716,4835,5440,5153
Mainland China,Van,Farizon,Domestic,China,Greater China,Greater China,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,63,13196,8125,13118,16102
Mainland China,Van,FAW,Domestic,China,Greater China,Greater China,FAW,FAW,6208,5000,3163,5599,3250,1926,1411,1144,200,537,384,1556,0,0,0,804,7,0,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Feichi,Domestic,China,Greater China,Greater China,Feichi,Feichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mainland China,Van,Feidie Auto,Domestic,China,Greater China,Greater China,Shandong Wuzheng,Shandong Wuzheng,5,44,412,2253,507,6,0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Ford,Domestic,China,Greater China,Greater China,Ford,Ford,16124,15746,14658,16613,17440,17291,18663,19086,16521,17544,12090,15970,10939,12543,12356,13422,9293,10377,10617,15942,10441,14424,9964,16766,11884,14906,11050,12783,7388,9306,11209,13590,9581,9096,9520,9425
Mainland China,Van,Forta,Domestic,China,Greater China,Greater China,Fujian Forta,Fujian Forta,1963,3152,2957,3258,2580,4668,1046,454,1208,2969,1034,569,1143,2018,1735,1569,734,1406,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Foton,Domestic,China,Greater China,Greater China,BAIC,BAIC,6336,8351,6919,8046,7517,7642,7880,7864,8349,8461,7904,7545,7775,8635,8274,7455,8730,7583,6580,8679,7004,10169,9620,11860,10404,12109,9960,10790,9177,8788,10449,8986,15038,12389,12394,13333
Mainland China,Van,Golden Dragon,Domestic,China,Greater China,Greater China,King Long,King Long,8663,11756,8917,13511,6382,10035,6961,9072,5952,8478,6126,9976,5851,8168,8891,9379,5575,7968,7633,9420,5018,7069,5945,7368,6373,8422,5990,9033,6009,5484,6007,8254,2835,4098,4173,6078
Mainland China,Van,Gonow,Domestic,China,Greater China,Greater China,GAC,GAC,288,142,43,358,104,263,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Gratour,Domestic,China,Greater China,Greater China,BAIC,BAIC,1818,1700,1918,4365,1052,849,853,387,701,1029,363,494,31,6,151,748,219,227,70,432,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Green Wheel,Domestic,China,Greater China,Greater China,Green Wheel EV,Green Wheel EV,0,0,0,0,0,0,0,0,0,0,0,0,743,847,931,910,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Guangtong,Domestic,China,Greater China,Greater China,Guangtong Bus,Guangtong Auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,69,0,72,80,51,9,31,168,102,17,148,0,43,6,140
Mainland China,Van,Guangzhou Bus,Domestic,China,Greater China,Greater China,GAC,GAC,23,51,68,26,28,29,6,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Guilin Bus,Domestic,China,Greater China,Greater China,Guilin Bus,Guilin Bus,441,1168,1245,1361,879,1122,1294,1442,524,1153,1158,794,459,638,644,576,549,340,710,429,166,455,869,958,350,295,305,213,111,83,0,139,147,0,49,35
Mainland China,Van,Haima,Domestic,China,Greater China,Greater China,Hainan Automobile,Hainan Automobile,240,308,95,88,0,0,69,203,0,0,0,107,0,5,0,6,0,0,0,1003,0,0,0,104,0,0,0,0,0,5,0,0,2,4,0,91
Mainland China,Van,Hengtong,Domestic,China,Greater China,Greater China,Hengtong Bus,Hengtong Bus,33,0,103,196,2,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Hongqi,Domestic,China,Greater China,Greater China,FAW,FAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,769,0,32
Mainland China,Van,Huanghai,Domestic,China,Greater China,Greater China,Shuguang,Shuguang,1,11,5,6,25,26,10,14,0,22,162,0,0,0,0,0,0,1,0,25,4,14,5,49,5,28,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Huanghe,Domestic,China,Greater China,Greater China,CNHTC,CNHTC,46,90,21,914,10,154,30,500,0,0,0,0,0,0,0,0,31,2,0,1,6,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0
Mainland China,Van,Huansu,Domestic,China,Greater China,Greater China,BAIC,BAIC,0,0,0,0,0,14,6,176,280,438,631,704,408,135,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Huizhong,Domestic,China,Greater China,Greater China,SAIC,SAIC,3680,4206,4446,6618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Isuzu,Domestic,China,Greater China,Greater China,Isuzu,Isuzu,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Iveco,Domestic,China,Greater China,Greater China,Iveco Group,Iveco Group,9347,11122,8378,11841,7859,10385,8062,10751,5682,7376,7048,9161,7546,9219,6907,7328,5547,6910,5873,7170,3832,7821,7947,8785,9491,9200,7916,6780,8000,5511,7412,6200,6850,8613,6808,7736
Mainland China,Van,Jianghuai,Domestic,China,Greater China,Greater China,Jianghuai,Jianghuai,4122,6466,5216,5476,3273,2914,2680,2546,3552,2835,3224,2483,2468,2414,3091,2809,2470,2582,2376,995,2105,2824,2680,2312,2500,2867,2678,2200,2388,2877,2610,3659,5593,5598,5599,6252
Mainland China,Van,Jiangling,Domestic,China,Greater China,Greater China,Jiangling,Jiangling,0,0,0,0,0,0,0,0,0,8795,9483,10971,9342,12027,7653,10774,7392,7506,9355,11119,4998,10596,9061,16744,12035,15116,10820,12922,7646,9909,8764,9425,7926,6743,12229,15704
Mainland China,Van,Jinbei,Domestic,China,Greater China,Greater China,Brilliance Auto,Brilliance Auto,46540,39629,20962,39181,28450,24099,20055,18515,18130,15897,9279,24472,4454,5297,6059,4685,4659,4978,2816,3789,1435,3002,2429,3537,5231,6162,294,4,0,0,0,0,0,0,0,0
Mainland China,Van,Jingma,Domestic,China,Greater China,Greater China,Jiangling,Jiangling,406,613,517,530,477,669,507,497,535,761,554,658,617,805,433,439,418,418,450,407,262,390,277,284,321,510,266,298,382,539,178,285,466,685,785,811
Mainland China,Van,Joylong,Domestic,China,Greater China,Greater China,Joylong,Joylong,0,0,0,0,156,510,759,1301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,Van,Kaicheng,Domestic,China,Greater China,Greater China,Changan,Changan,0,38066,32549,27439,42270,5967,6359,8615,33096,22221,7981,10137,6500,7295,6562,11154,8128,11269,10617,14578,7051,13949,13128,16042,17344,20558,21164,21762,23541,17006,15373,20223,19462,28323,22912,30075
Mainland China,Van,Karry,Domestic,China,Greater China,Greater China,Chery,Chery,1711,848,204,418,811,549,367,382,287,437,487,3936,566,514,272,1763,300,300,287,21,0,9,54,8,0,547,397,260,56,12,23,3,0,0,0,0
Mainland China,Van,King Long,Domestic,China,Greater China,Greater China,King Long,King Long,1251,1775,1488,2175,961,1223,973,801,488,390,580,612,466,637,757,1061,425,523,482,642,260,216,292,377,313,401,317,456,201,317,341,825,446,381,393,814
Mainland China,Van,Lifan,Domestic,China,Greater China,Greater China,Lifan,Lifan,8869,17776,12774,11729,240,240,240,161,285,722,1105,2429,260,46,5,10,0,146,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
