VS: Country/Territory,VS: Bodytype,VS: Sales Brand,VS: Regional Origin,VS: Market,VS: Region,VS: Sales Region,VS: Sales Group,VS: Sales Parent,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023
Mainland China,SUV,BJEV,Domestic,China,Greater China,Greater China,BAIC,BAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Mainland China,SUV,BMW,Domestic,China,Greater China,Greater China,BMW,BMW,10501,8822,10496,11374,10834,6854,18066,19146,18722,24002,24620,23953,24440,25542,37346,48458,50595,52360,57473,63890,39221,70729,76165,66850,71333,75284,62085,61013,67967,55219,95873,85984,87758,78349,90102,93098
Mainland China,SUV,BMW,Import,China,Greater China,Greater China,BMW,BMW,24352,21374,22386,23687,21536,25103,25616,28771,24409,24881,28537,27896,23442,16651,18630,22539,17987,22013,20258,21910,12468,19435,20431,23264,21850,17430,23289,20312,17327,9236,9956,8299,9456,7193,7096,8480
Mainland China,SUV,Borgward,Domestic,China,Greater China,Greater China,Borgward,Borgward,0,0,0,0,0,0,12718,17297,9891,11648,9137,13628,6792,9103,8396,7656,11256,18681,12892,10836,2847,1984,1731,1927,1568,1464,577,3,0,0,0,0,0,0,0,0
Mainland China,SUV,Buick,Domestic,China,Greater China,Greater China,General Motors,General Motors,43633,60858,53928,86171,72406,65906,66575,95315,64608,58387,54197,68472,55834,50076,41759,35137,30297,22930,33247,38790,20550,46024,57106,70198,28348,34735,39487,47707,29098,31101,42810,41957,22683,37644,37882,48699
Mainland China,SUV,Buick,Import,China,Greater China,Greater China,General Motors,General Motors,836,468,308,141,51,29,75,111,113,169,203,275,187,130,71,36,12,18,3,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,BYD,Domestic,China,Greater China,Greater China,BYD,BYD,34798,36902,24653,58030,50054,58264,57155,78370,34066,40670,42459,43916,31902,26234,54556,75415,62996,48708,65753,75922,36496,61510,56758,76683,40048,54248,83218,115392,131857,161957,213984,309766,256554,261951,291315,335461
Mainland China,SUV,Cadillac,Domestic,China,Greater China,Greater China,General Motors,General Motors,0,0,0,0,0,8882,11517,14376,15481,14924,15307,18036,23175,17652,17305,30451,27464,23254,31683,33023,16143,40200,43956,46379,35559,29306,33118,40513,23170,18973,36124,36388,4392,25070,21110,23433
Mainland China,SUV,Cadillac,Import,China,Greater China,Greater China,General Motors,General Motors,7221,5545,5020,5542,6212,4799,1590,147,106,136,113,93,83,55,41,23,34,24,14,26,11,26,29,26,0,0,0,0,0,0,15,27,38,33,34,47
Mainland China,SUV,Changan,Domestic,China,Greater China,Greater China,Changan,Changan,90764,83503,77822,100789,121079,87586,105908,133875,144529,79163,132767,178223,159992,91651,81760,115000,127866,85334,101730,165049,89698,122773,152189,181872,195458,149774,122351,148996,164948,95183,113217,156712,110433,98352,116145,99609
Mainland China,SUV,Changfeng,Domestic,China,Greater China,Greater China,GAC,GAC,652,1167,11,706,1332,2098,2036,3485,0,0,0,210,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Changhe,Domestic,China,Greater China,Greater China,BAIC,BAIC,0,0,0,0,797,7310,8378,14388,4366,2339,2970,9007,3952,9531,2093,5836,6138,349,275,626,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Chery,Domestic,China,Greater China,Greater China,Chery,Chery,37225,34717,31233,61266,39622,23052,40248,77187,43676,27530,26032,54870,36910,38788,46116,49111,36746,33378,46748,65553,27430,42335,62943,106035,55671,51270,49132,86521,50809,50163,84269,42919,45977,58788,88714,115608
Mainland China,SUV,Chevrolet,Domestic,China,Greater China,Greater China,General Motors,General Motors,17212,21214,17193,27474,16081,11714,11261,20536,7071,23759,23123,25398,17711,22893,20322,16548,11571,17584,24386,16962,12122,12126,13763,18538,12325,7879,12212,20560,5922,7457,14285,16097,4856,6096,7381,1470
Mainland China,SUV,Chevrolet,Import,China,Greater China,Greater China,General Motors,General Motors,0,0,0,0,0,0,0,0,4,3,2,1,1,2,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,6,8,15,19
Mainland China,SUV,Ciimo,Domestic,China,Greater China,Greater China,Honda,Honda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,265,2163,1562,3129,1525,1930,603,1991,1997,2024,3159,2843,0,0,645,1419
Mainland China,SUV,Citroen,Domestic,China,Greater China,Greater China,PSA,Stellantis,13105,15639,15233,22508,21475,17325,12980,21678,5897,3172,8818,27358,13953,11319,8059,7149,6129,4933,6482,6570,2054,4127,2856,4109,3188,3972,6731,5634,1928,1547,2133,1169,1949,340,1672,1344
Mainland China,SUV,Citroen,Import,China,Greater China,Greater China,PSA,Stellantis,145,115,96,66,87,68,82,74,46,120,36,14,2,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Cowin,Domestic,China,Greater China,Greater China,Chery,Chery,0,0,0,0,0,0,14497,18667,13821,11091,3430,3107,1841,1679,2725,3238,3128,2282,4003,8926,2006,3900,9538,15065,4373,4392,4779,3542,2844,3721,8653,22032,2363,5332,4833,6200
Mainland China,SUV,Deepal,Domestic,China,Greater China,Greater China,Changan,Changan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4692,28571,24833
Mainland China,SUV,Denza,Domestic,China,Greater China,Greater China,BYD,BYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1487,959,1293,1101,1282,1090,1310,175,0,0,0,0,0,4387,4271
Mainland China,SUV,Dodge,Import,China,Greater China,Greater China,FCA,Stellantis,4842,3950,4629,4446,3626,2706,2247,2385,1314,907,1242,472,383,166,96,60,34,73,19,106,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Dongfeng,Domestic,China,Greater China,Greater China,Dongfeng,Dongfeng,48375,44078,38285,43923,53569,35200,37463,72459,120562,59403,85405,141165,115968,46877,48842,74895,66823,33972,54897,75812,33035,25270,36980,66582,52691,39621,30488,51007,48983,20135,27670,20942,13012,11658,15958,20573
Mainland China,SUV,Dorcen,Domestic,China,Greater China,Greater China,Dorcen,Dorcen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4006,0,959,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,DS,Domestic,China,Greater China,Greater China,PSA,Stellantis,4661,5985,2702,4448,3249,2218,2064,2237,1214,615,522,598,416,1131,964,321,508,1080,308,19,52,89,197,76,20,15,0,12,0,33,190,77,69,24,4,0
Mainland China,SUV,DS,Import,China,Greater China,Greater China,PSA,Stellantis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,9,4,2,0,0,0
Mainland China,SUV,Enovate,Domestic,China,Greater China,Greater China,Enovate,Enovate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,232,573,353,619,1807,1159,1602,754,330,182,132,585
Mainland China,SUV,Everus,Domestic,China,Greater China,Greater China,Honda,Honda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1316,15,612,35,1714,767,608,409,729,913,327,210,53,2,1,0,0
Mainland China,SUV,Exeed,Domestic,China,Greater China,Greater China,Chery,Chery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871,4179,7944,2989,3122,4971,7059,5505,6530,7535,11968,6046,4166,6343,6889,6530,11494,15965,23580
Mainland China,SUV,Fangchengbao,Domestic,China,Greater China,Greater China,BYD,BYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5712
Mainland China,SUV,FAW,Domestic,China,Greater China,Greater China,FAW,FAW,29186,21949,13387,23070,9283,7216,34654,28308,34300,34867,35664,55204,37452,21291,21357,20675,10677,13118,16107,6094,295,508,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Fiat,Import,China,Greater China,Greater China,FCA,Stellantis,157,75,18,23,15,1,4,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Foday,Domestic,China,Greater China,Greater China,Foday,Foday,0,0,0,0,0,0,0,0,569,736,592,603,600,242,209,273,164,139,61,76,43,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Ford,Domestic,China,Greater China,Greater China,Ford,Ford,49531,63983,54733,93534,83449,50198,70950,83976,59589,52897,57057,71377,39661,29791,26054,14840,17228,28250,22645,25706,12074,34930,37264,45225,28441,25437,37714,36230,29965,20912,33119,30809,23870,31444,34282,27662
Mainland China,SUV,Ford,Import,China,Greater China,Greater China,Ford,Ford,7932,6977,5516,3728,4108,3837,3542,4254,3803,3028,2988,2909,2704,2691,2470,2299,1528,1216,431,1006,158,218,41,8,0,0,0,0,0,50,127,135,221,298,367,290
Mainland China,SUV,Foton,Domestic,China,Greater China,Greater China,BAIC,BAIC,21,78,135,512,361,323,280,478,400,333,115,117,135,120,173,83,26,38,49,70,14,5,119,139,64,59,471,139,13,14,0,0,0,0,0,0
Mainland China,SUV,GAC,Domestic,China,Greater China,Greater China,GAC,GAC,11034,23742,46320,76247,76713,79212,89123,97769,115886,116377,112686,121317,128649,91972,106640,119862,68616,75294,57302,59990,41906,44301,52615,61415,46701,36562,20150,35857,50630,34132,47387,45063,35554,42720,32862,38766
Mainland China,SUV,Geely,Domestic,China,Greater China,Greater China,Geely,Geely,20215,16881,11943,15138,10705,28833,79151,111813,117115,125259,148048,219878,180061,169339,156544,154206,163092,114739,144035,205720,113148,165375,167892,198136,135782,120995,136757,156161,134784,96709,127914,149715,114632,130634,175013,173737
Mainland China,SUV,Genesis,Import,China,Greater China,Greater China,Hyundai,Hyundai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,78,96,19,149,135,131,156,74,136
Mainland China,SUV,Gleagle,Domestic,China,Greater China,Greater China,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Gonow,Domestic,China,Greater China,Greater China,GAC,GAC,569,256,86,124,25,6,10,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Great Wall,Domestic,China,Greater China,Greater China,Great Wall,Great Wall,12323,7646,4270,5758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Haima,Domestic,China,Greater China,Greater China,Hainan Automobile,Hainan Automobile,22119,14164,16107,30562,30886,19236,22826,34197,26426,10397,10107,19470,10603,3995,5940,3410,1831,260,3299,3508,1172,1152,782,787,969,0,3392,6571,4094,6944,4719,5840,10,13,13,56
Mainland China,SUV,Hanteng,Domestic,China,Greater China,Greater China,Zotye,Zotye,0,0,0,0,0,0,0,16117,13822,13594,13311,15103,16710,15357,14249,18041,11381,11531,8025,10105,3634,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,HAVAL,Domestic,China,Greater China,Greater China,Great Wall,Great Wall,161634,147638,136627,212198,190237,184657,209522,344782,222057,171400,183526,263004,174012,136680,134106,291929,197131,134147,153843,239995,97450,150657,167939,285559,205194,147966,125318,193367,146370,100686,133804,121856,89389,117126,140783,146344
Mainland China,SUV,Hawtai,Domestic,China,Greater China,Greater China,Hawtai,Hawtai,12737,8501,8269,12706,11954,11709,12604,13937,19495,18769,21185,38786,5341,13099,19121,32247,15094,10600,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Hiphi,Domestic,China,Greater China,Greater China,Human Horizon,Human Horizon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,1543,2185,1340,1219,1214,551,218,539,2757,2034
Mainland China,SUV,Honda,Domestic,China,Greater China,Greater China,Honda,Honda,74750,96229,112094,132450,111492,133805,131193,145355,126829,147417,162853,182286,127928,140685,136925,174714,129903,125089,155455,175524,84099,211306,239535,271863,240729,203582,147901,220076,223882,131427,170840,116108,102956,126087,145316,179014
Mainland China,SUV,Hongqi,Domestic,China,Greater China,Greater China,FAW,FAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,4914,17208,18369,14632,28787,32338,37138,36712,41852,25789,46694,47081,28470,35650,39766,17973,24592,49666,32189
Mainland China,SUV,Huanghai,Domestic,China,Greater China,Greater China,Shuguang,Shuguang,1744,1441,861,520,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Huansu,Domestic,China,Greater China,Greater China,BAIC,BAIC,48435,34132,37907,65401,44686,30648,28374,43552,34600,31610,30373,53819,44440,40356,13955,29970,30198,4875,3457,3132,776,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Hycan,Domestic,China,Greater China,Greater China,GAC,GAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,438,97,41,107,37,138,34,1,0,61,0,35,0,0
Mainland China,SUV,Hyper,Domestic,China,Greater China,Greater China,GAC,GAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3504
Mainland China,SUV,Hyundai,Domestic,China,Greater China,Greater China,Hyundai,Hyundai,60223,52374,70061,112919,85972,91112,89592,117866,55252,24065,54937,97622,67167,69537,67284,90233,66723,48232,42642,77079,26052,44485,29823,39616,36714,41766,25174,34577,25499,12590,34546,18851,27236,26375,24100,29390
Mainland China,SUV,Hyundai,Import,China,Greater China,Greater China,Hyundai,Hyundai,1833,1120,995,1000,718,422,616,415,218,294,195,126,20,9,4,5,5,6,3,0,0,0,0,297,397,300,273,228,206,76,202,224,213,147,157,155
Mainland China,SUV,iCAR,Domestic,China,Greater China,Greater China,Chery,Chery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445
Mainland China,SUV,IM,Domestic,China,Greater China,Greater China,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,3216,5800,4813,23119
Mainland China,SUV,Infiniti,Domestic,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,792,2523,1657,3082,1986,1818,1994,2286,1465,2015,1642,2026,1,2095,3589,5372,3550,6145,6050,7700,700,4502,4904,6610,533,1159,1757,2604,1676,389,354,528,410,653,1371,876
Mainland China,SUV,Infiniti,Import,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,3810,2639,2102,1828,1854,1855,2086,2155,1279,1434,2224,2187,1808,2062,1651,1476,1520,1619,1006,1116,443,729,504,531,258,171,457,407,614,72,9,10,27,87,88,148
Mainland China,SUV,Isuzu,Domestic,China,Greater China,Greater China,Isuzu,Isuzu,299,940,1301,1217,929,374,660,1017,913,792,859,1348,678,1072,577,703,609,558,294,365,286,502,542,396,313,433,253,297,143,326,511,224,275,513,227,437
Mainland China,SUV,Jaguar,Domestic,China,Greater China,Greater China,Tata,Tata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,732,309,698,616,705,252,801,761,435,695,0,0,0,0,0,0,0,0,0,874,636
Mainland China,SUV,Jaguar,Import,China,Greater China,Greater China,Tata,Tata,0,0,0,0,0,949,1804,3497,3456,3247,3592,3210,3081,2800,2437,1558,1379,1906,1470,1485,928,1393,1224,1432,950,831,1215,958,261,156,313,447,987,382,161,553
Mainland China,SUV,Jeep,Domestic,China,Greater China,Greater China,FCA,Stellantis,0,0,0,8007,23293,28552,38424,43123,48639,57708,42896,53602,36971,33205,26909,27715,21688,14095,16469,21241,7144,10194,10097,12827,7524,4234,2987,5376,1860,1,0,0,0,0,0,0
Mainland China,SUV,Jeep,Import,China,Greater China,Greater China,FCA,Stellantis,22382,18305,20711,13185,7823,9081,6219,7689,5659,4256,3641,2992,2489,2956,2613,4029,3613,4997,3300,3104,1551,2747,3131,3501,2996,2570,3456,3664,2488,2524,3669,1841,1779,1296,1228,1212
Mainland China,SUV,Jetour,Domestic,China,Greater China,Greater China,Chery,Chery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7777,32230,29061,25176,35481,48314,20591,15577,27616,62811,31852,25601,30290,40766,22372,24762,37920,52917,33448,34238,53205,82765
Mainland China,SUV,Jetta,Domestic,China,Greater China,Greater China,Volkswagen,Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10140,26565,25575,33704,27349,31507,29091,28242,29390,36614,32770,18594,29435,19442,24537,24856,23821,24575
Mainland China,SUV,Jianghuai,Domestic,China,Greater China,Greater China,Jianghuai,Jianghuai,56459,41578,50854,82990,84571,46224,45003,71078,30351,14756,14220,20420,14778,3415,5029,7483,20707,24871,10454,8032,1975,3812,3112,7005,2450,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Jiangling,Domestic,China,Greater China,Greater China,Jiangling,Jiangling,6745,4147,4061,4599,3259,2487,6877,24689,16983,5258,2814,3136,3520,1731,849,745,633,308,192,383,242,573,317,342,202,302,167,225,74,139,133,134,46,58,40,0
Mainland China,SUV,Jinbei,Domestic,China,Greater China,Greater China,Brilliance Auto,Brilliance Auto,11028,10615,7770,9534,10415,9055,2319,6067,7780,2315,1499,1834,929,254,177,161,50,362,186,53,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Jiyue,Domestic,China,Greater China,Greater China,Jidu,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646
Mainland China,SUV,JMEV,Domestic,China,Greater China,Greater China,Jiangling,Jiangling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,625,372,31,33,8,3,19,76,73,131,0,0,0,0,0,0,0,0
Mainland China,SUV,Jonway Auto,Domestic,China,Greater China,Greater China,Shandong Wuzheng,Shandong Wuzheng,553,402,352,35,199,24,0,1,237,109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Kaiyi,Domestic,China,Greater China,Greater China,Cowin,Chery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,1874,1894,2703
Mainland China,SUV,Karry,Domestic,China,Greater China,Greater China,Chery,Chery,0,0,0,0,0,0,0,8645,11974,10185,14045,18383,7535,6889,7197,5377,2277,824,0,0,228,159,114,326,252,269,147,346,101,451,364,331,346,154,304,76
Mainland China,SUV,Kia,Domestic,China,Greater China,Greater China,Hyundai,Hyundai,32935,37319,28884,60771,51655,63045,43779,61713,16621,10456,16258,21901,10024,25109,36884,48242,45981,26574,26634,36076,21353,47779,40351,36093,18517,17752,17102,20758,15469,7168,11538,11052,10162,9074,10531,12141
Mainland China,SUV,Kia,Import,China,Greater China,Greater China,Hyundai,Hyundai,5276,3823,3553,3370,2844,2114,2519,4283,1217,882,1074,1153,454,248,203,66,25,9,10,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,71,33
Mainland China,SUV,Lada,Import,China,Greater China,Greater China,AvtoVAZ,AvtoVAZ,0,0,0,0,0,0,0,0,51,111,254,178,161,132,78,64,57,63,30,14,4,17,8,7,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Lamborghini,Import,China,Greater China,Greater China,Audi,Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,104,267,95,46,22,107,153,192,135,135,110,88,189,125,182,84,163,156,141,123
Mainland China,SUV,Landian,Domestic,China,Greater China,Greater China,Dongfeng,Dongfeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,2094,885,5889
Mainland China,SUV,Land Rover,Domestic,China,Greater China,Greater China,Tata,Tata,0,3662,5145,6593,12698,13495,13260,16963,12709,15474,16239,17493,13244,14156,6562,6519,6496,7562,9381,10427,3657,10720,11922,11345,8185,7837,9909,10458,6369,7103,9976,6509,6986,7563,6874,7562
Mainland China,SUV,Land Rover,Import,China,Greater China,Greater China,Tata,Tata,26064,18483,17395,13756,13432,13862,14206,14288,12967,13179,14981,14870,16915,12959,15005,10477,9084,10414,10802,11422,6412,8650,9864,13746,10652,10773,10870,9619,9336,7743,10822,9388,12419,12941,14233,13811
Mainland China,SUV,Landwind,Domestic,China,Greater China,Greater China,Jiangling,Jiangling,8523,6202,10817,17630,26092,18507,14675,22164,13347,9063,4932,13970,3518,12382,1094,1360,333,179,459,954,522,387,224,140,1,1,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Leapmotor,Domestic,China,Greater China,Greater China,Leapmotor,Leapmotor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,4384,7791,11124,17257,8199,5292,22201,27378,25745
Mainland China,SUV,Leopaard,Domestic,China,Greater China,Greater China,Changfeng,Changfeng,1896,1950,0,0,12600,19275,18271,28964,29495,27535,27873,37448,27096,22399,12065,9815,10801,3320,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Lexus,Import,China,Greater China,Greater China,Toyota,Toyota,10861,11189,12778,11688,11969,11299,16060,17604,13842,14661,14907,16057,16213,14523,26814,21720,18559,23195,24665,27376,15499,28996,28431,33418,25361,30292,29556,15534,20301,19025,23078,14917,12941,16873,18399,19577
Mainland China,SUV,LI,Domestic,China,Greater China,Greater China,LI Auto,Lixiang Auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,6604,8660,14464,12579,17575,25116,35221,31716,28688,26524,46608,52584,86533,105105,131807
Mainland China,SUV,Lifan,Domestic,China,Greater China,Greater China,Lifan,Lifan,3984,4093,1293,2180,225,215,21924,26669,6292,3086,4715,2669,4728,2053,283,516,605,98,6,29,2,60,17,67,57,0,12,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Lincoln,Domestic,China,Greater China,Greater China,Ford,Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,245,1066,8240,15856,17168,18705,19125,24151,26542,16831,12926,19624,10175,9685,13735,19272,12013
Mainland China,SUV,Lincoln,Import,China,Greater China,Greater China,Ford,Ford,1534,1856,2068,2589,4821,5608,6893,8328,7762,8253,9464,9841,6921,7211,8709,8779,6487,8123,6919,7725,3646,4010,2921,3259,1216,918,952,941,627,408,674,337,343,325,372,317
Mainland China,SUV,Linktour,Domestic,China,Greater China,Greater China,Linktour,Linktour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Livan,Domestic,China,Greater China,Greater China,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,510,804,0,0,358,0,0,4966,4094,3150,1197,8759,5179,3351
Mainland China,SUV,Lotus,Domestic,China,Greater China,Greater China,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,629,736,1372
Mainland China,SUV,Luxgen,Domestic,China,Greater China,Greater China,Yulon,Yulon,15265,8743,11992,15923,11510,7295,6393,6830,3454,1962,2437,6837,3329,2060,558,142,59,304,326,71,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Lynk&Co,Domestic,China,Greater China,Greater China,Geely,Geely,0,0,0,0,0,0,0,0,0,0,0,6012,18692,27560,40849,24055,19194,18791,18558,18636,6873,19861,31306,47082,34593,38498,24310,44896,27837,21052,31847,30463,21751,26375,34315,53884
Mainland China,SUV,Maserati,Import,China,Greater China,Greater China,FCA,Stellantis,0,0,0,0,0,0,1241,3230,2311,2254,2371,2232,1760,1363,1796,1604,1094,1678,1024,927,431,664,832,1089,824,825,1289,1329,703,544,970,1303,1074,994,739,585
Mainland China,SUV,Maxus,Domestic,China,Greater China,Greater China,SAIC,SAIC,0,0,0,0,0,0,0,0,0,0,746,4001,2827,955,992,1034,421,975,3312,1746,429,956,808,562,548,671,618,1093,299,411,677,410,160,204,260,405
Mainland China,SUV,Mazda,Domestic,China,Greater China,Greater China,Mazda,Mazda,16940,10349,14231,11687,13241,18764,27749,30581,35080,27830,26848,32207,33316,27663,22423,27028,18150,20509,23159,24572,8647,33433,28723,30086,13030,13883,13752,18100,14030,7841,7240,6121,5647,11086,6617,12455
Mainland China,SUV,Mazda,Import,China,Greater China,Greater China,Mazda,Mazda,27,20,13,6,0,0,0,0,0,0,0,374,851,776,1052,804,376,129,24,26,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainland China,SUV,Mengshi,Domestic,China,Greater China,Greater China,Dongfeng,Dongfeng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,735
Mainland China,SUV,Mercedes-Benz,Domestic,China,Greater China,Greater China,Mercedes-Benz,Mercedes-Benz,16401,23917,33798,31029,32581,39888,42767,38993,49136,43511,43055,46012,47973,48301,44144,39119,48430,42590,49077,46452,40835,59057,68892,71771,66638,61801,35057,70396,65068,48217,80424,52448,46586,59949,60569,43821
Mainland China,SUV,Mercedes-Benz,Import,China,Greater China,Greater China,Mercedes-Benz,Mercedes-Benz,12498,11461,13119,10740,13576,13583,15145,17607,18292,17360,18872,17379,21683,19006,15737,18822,20146,15773,13728,13466,13584,20329,19108,18454,21812,23297,25839,23148,25160,21639,24693,19252,23750,21321,21539,23790
Mainland China,SUV,MG,Domestic,China,Greater China,Greater China,SAIC,SAIC,1661,12694,12367,15838,13659,13143,10110,10012,15486,29560,25076,29081,23277,22498,17692,30132,19850,23730,23766,30554,11706,14925,1334,14121,4607,3443,4498,17382,6060,4510,1896,2648,357,1189,1664,1064
Mainland China,SUV,Mini,Import,China,Greater China,Greater China,BMW,BMW,2722,2494,2238,2064,1333,1473,1568,2043,884,1183,1656,1980,1393,1635,1551,1769,1111,2111,1946,1115,979,858,462,1455,1707,1819,1386,764,1344,984,1005,964,618,708,503,646
Mainland China,SUV,Mitsubishi,Domestic,China,Greater China,Greater China,Nissan,Renault-Nissan-Mitsubishi,13708,17276,7721,17987,5038,14377,8068,28763,26001,28215,27123,36049,37726,36018,31746,35658,31353,30278,33213,36499,10659,17815,18038,28290,14404,15602,14576,21424,9439,4309,13061,6770,3969,4974,14,0
